0,0.0569620253,0.0886075949,0.1518987342,0.2373417722,0.1962025316,0.1107594937,0.0727848101,0.0158227848,-0.0696202532,-0.1613924051,-0.246835443,-0.164556962,-0.0727848101,-0.0126582278,-0.0474683544,-0.1392405063,-0.2278481013,-0.3164556962,-0.4082278481,-0.496835443,-0.585443038,-0.6772151899,-0.7405063291,-0.7436708861,-0.6582278481,-0.5696202532,-0.4810126582,-0.3924050633,-0.332278481,-0.4208860759,-0.5094936709,-0.6012658228,-0.6898734177,-0.7563291139,-0.7310126582,-0.664556962,-0.5759493671,-0.4873417722,-0.3987341772,-0.3101265823,-0.2183544304,-0.1297468354,-0.0411392405,-0.003164557,-0.0632911392,-0.1518987342,-0.2310126582,-0.1772151899,-0.0886075949,0,-0.175,-0.35,-0.43125,-0.46875,-0.6,-0.58125,-0.75625,-0.93125,-1,-0.98125,-0.91875,-0.9,-0.91875,-0.79375,-0.69375,-0.70625,-0.73125,-0.775,-0.79375,-0.8125,-0.85625,-0.86875,-0.9875,-0.8375,-0.775,-0.70625,-0.65,-0.58125,-0.49375,-0.44375,-0.38125,-0.34375,-0.28125,-0.175,-0.09375,-0.20625,-0.2125,-0.25,-0.25625,-0.2625,-0.3125,-0.33125,-0.3125,-0.2,-0.08125,-0.10625,-0.09375,-0.01875,-0.00625,1,-0.9534883721,-0.9136212625,-0.8737541528,-0.8338870432,-0.7940199336,-0.7541528239,-0.7142857143,-0.6744186047,-0.634551495,-0.5946843854,-0.5548172757,-0.5149501661,-0.4750830565,-0.4352159468,-0.3953488372,-0.3554817276,-0.3156146179,-0.2757475083,-0.2358803987,-0.196013289,-0.1561461794,-0.1162790698,-0.0764119601,-0.0365448505,0.0033222591,0.0431893688,0.0830564784,0.122923588,0.1627906977,0.2026578073,0.2425249169,0.2823920266,0.3222591362,0.3621262458,0.4019933555,0.4418604651,0.4817275748,0.5215946844,0.561461794,0.6013289037,0.6411960133,0.6810631229,0.7209302326,0.7607973422,0.8006644518,0.8405315615,0.8803986711,0.9202657807,0.9601328904
-0.0126582278,0.0443037975,0.0759493671,0.1392405063,0.2246835443,0.1835443038,0.0981012658,0.0601265823,0.003164557,-0.082278481,-0.1740506329,-0.2594936709,-0.1772151899,-0.085443038,-0.0253164557,-0.0601265823,-0.1518987342,-0.2405063291,-0.3291139241,-0.4208860759,-0.5094936709,-0.5981012658,-0.6898734177,-0.753164557,-0.7563291139,-0.6708860759,-0.582278481,-0.4936708861,-0.4050632911,-0.3449367089,-0.4335443038,-0.5221518987,-0.6139240506,-0.7025316456,-0.7689873418,-0.7436708861,-0.6772151899,-0.5886075949,-0.5,-0.4113924051,-0.3227848101,-0.2310126582,-0.1424050633,-0.0537974684,-0.0158227848,-0.0759493671,-0.164556962,-0.2436708861,-0.1898734177,-0.1012658228,0.025,-0.15,-0.325,-0.40625,-0.44375,-0.575,-0.55625,-0.73125,-0.90625,-0.975,-0.95625,-0.89375,-0.875,-0.89375,-0.76875,-0.66875,-0.68125,-0.70625,-0.75,-0.76875,-0.7875,-0.83125,-0.84375,-0.9625,-0.8125,-0.75,-0.68125,-0.625,-0.55625,-0.46875,-0.41875,-0.35625,-0.31875,-0.25625,-0.15,-0.06875,-0.18125,-0.1875,-0.225,-0.23125,-0.2375,-0.2875,-0.30625,-0.2875,-0.175,-0.05625,-0.08125,-0.06875,0.00625,0.01875,0.9933554817,-0.9601328904,-0.9202657807,-0.8803986711,-0.8405315615,-0.8006644518,-0.7607973422,-0.7209302326,-0.6810631229,-0.6411960133,-0.6013289037,-0.561461794,-0.5215946844,-0.4817275748,-0.4418604651,-0.4019933555,-0.3621262458,-0.3222591362,-0.2823920266,-0.2425249169,-0.2026578073,-0.1627906977,-0.122923588,-0.0830564784,-0.0431893688,-0.0033222591,0.0365448505,0.0764119601,0.1162790698,0.1561461794,0.196013289,0.2358803987,0.2757475083,0.3156146179,0.3554817276,0.3953488372,0.4352159468,0.4750830565,0.5149501661,0.5548172757,0.5946843854,0.634551495,0.6744186047,0.7142857143,0.7541528239,0.7940199336,0.8338870432,0.8737541528,0.9136212625,0.9534883721
-0.0253164557,0.0316455696,0.0632911392,0.1265822785,0.2120253165,0.1708860759,0.085443038,0.0474683544,-0.0094936709,-0.0949367089,-0.1867088608,-0.2721518987,-0.1898734177,-0.0981012658,-0.0379746835,-0.0727848101,-0.164556962,-0.253164557,-0.3417721519,-0.4335443038,-0.5221518987,-0.6107594937,-0.7025316456,-0.7658227848,-0.7689873418,-0.6835443038,-0.5949367089,-0.5063291139,-0.417721519,-0.3575949367,-0.4462025316,-0.5348101266,-0.6265822785,-0.7151898734,-0.7816455696,-0.7563291139,-0.6898734177,-0.6012658228,-0.5126582278,-0.4240506329,-0.335443038,-0.2436708861,-0.1550632911,-0.0664556962,-0.0284810127,-0.0886075949,-0.1772151899,-0.2563291139,-0.2025316456,-0.1139240506,0.05625,-0.11875,-0.29375,-0.375,-0.4125,-0.54375,-0.525,-0.7,-0.875,-0.94375,-0.925,-0.8625,-0.84375,-0.8625,-0.7375,-0.6375,-0.65,-0.675,-0.71875,-0.7375,-0.75625,-0.8,-0.8125,-0.93125,-0.78125,-0.71875,-0.65,-0.59375,-0.525,-0.4375,-0.3875,-0.325,-0.2875,-0.225,-0.11875,-0.0375,-0.15,-0.15625,-0.19375,-0.2,-0.20625,-0.25625,-0.275,-0.25625,-0.14375,-0.025,-0.05,-0.0375,0.0375,0.05,0.9867109635,-0.9667774086,-0.926910299,-0.8870431894,-0.8471760797,-0.8073089701,-0.7674418605,-0.7275747508,-0.6877076412,-0.6478405316,-0.6079734219,-0.5681063123,-0.5282392027,-0.488372093,-0.4485049834,-0.4086378738,-0.3687707641,-0.3289036545,-0.2890365449,-0.2491694352,-0.2093023256,-0.1694352159,-0.1295681063,-0.0897009967,-0.049833887,-0.0099667774,0.0299003322,0.0697674419,0.1096345515,0.1495016611,0.1893687708,0.2292358804,0.26910299,0.3089700997,0.3488372093,0.3887043189,0.4285714286,0.4684385382,0.5083056478,0.5481727575,0.5880398671,0.6279069767,0.6677740864,0.707641196,0.7475083056,0.7873754153,0.8272425249,0.8671096346,0.9069767442,0.9468438538
-0.0348101266,0.0221518987,0.0537974684,0.1170886076,0.2025316456,0.1613924051,0.0759493671,0.0379746835,-0.0189873418,-0.1044303797,-0.1962025316,-0.2816455696,-0.1993670886,-0.1075949367,-0.0474683544,-0.082278481,-0.1740506329,-0.2626582278,-0.3512658228,-0.4430379747,-0.5316455696,-0.6202531646,-0.7120253165,-0.7753164557,-0.7784810127,-0.6930379747,-0.6044303797,-0.5158227848,-0.4272151899,-0.3670886076,-0.4556962025,-0.5443037975,-0.6360759494,-0.7246835443,-0.7911392405,-0.7658227848,-0.6993670886,-0.6107594937,-0.5221518987,-0.4335443038,-0.3449367089,-0.253164557,-0.164556962,-0.0759493671,-0.0379746835,-0.0981012658,-0.1867088608,-0.2658227848,-0.2120253165,-0.1234177215,0.0875,-0.0875,-0.2625,-0.34375,-0.38125,-0.5125,-0.49375,-0.66875,-0.84375,-0.9125,-0.89375,-0.83125,-0.8125,-0.83125,-0.70625,-0.60625,-0.61875,-0.64375,-0.6875,-0.70625,-0.725,-0.76875,-0.78125,-0.9,-0.75,-0.6875,-0.61875,-0.5625,-0.49375,-0.40625,-0.35625,-0.29375,-0.25625,-0.19375,-0.0875,-0.00625,-0.11875,-0.125,-0.1625,-0.16875,-0.175,-0.225,-0.24375,-0.225,-0.1125,0.00625,-0.01875,-0.00625,0.06875,0.08125,0.9800664452,-0.9734219269,-0.9335548173,-0.8936877076,-0.853820598,-0.8139534884,-0.7740863787,-0.7342192691,-0.6943521595,-0.6544850498,-0.6146179402,-0.5747508306,-0.5348837209,-0.4950166113,-0.4551495017,-0.415282392,-0.3754152824,-0.3355481728,-0.2956810631,-0.2558139535,-0.2159468439,-0.1760797342,-0.1362126246,-0.096345515,-0.0564784053,-0.0166112957,0.023255814,0.0631229236,0.1029900332,0.1428571429,0.1827242525,0.2225913621,0.2624584718,0.3023255814,0.342192691,0.3820598007,0.4219269103,0.4617940199,0.5016611296,0.5415282392,0.5813953488,0.6212624585,0.6611295681,0.7009966777,0.7408637874,0.780730897,0.8205980066,0.8604651163,0.9003322259,0.9401993355
-0.0411392405,0.0158227848,0.0474683544,0.1107594937,0.1962025316,0.1550632911,0.0696202532,0.0316455696,-0.0253164557,-0.1107594937,-0.2025316456,-0.2879746835,-0.2056962025,-0.1139240506,-0.0537974684,-0.0886075949,-0.1803797468,-0.2689873418,-0.3575949367,-0.4493670886,-0.5379746835,-0.6265822785,-0.7183544304,-0.7816455696,-0.7848101266,-0.6993670886,-0.6107594937,-0.5221518987,-0.4335443038,-0.3734177215,-0.4620253165,-0.5506329114,-0.6424050633,-0.7310126582,-0.7974683544,-0.7721518987,-0.7056962025,-0.6170886076,-0.5284810127,-0.4398734177,-0.3512658228,-0.2594936709,-0.1708860759,-0.082278481,-0.0443037975,-0.1044303797,-0.1930379747,-0.2721518987,-0.2183544304,-0.1297468354,0.1125,-0.0625,-0.2375,-0.31875,-0.35625,-0.4875,-0.46875,-0.64375,-0.81875,-0.8875,-0.86875,-0.80625,-0.7875,-0.80625,-0.68125,-0.58125,-0.59375,-0.61875,-0.6625,-0.68125,-0.7,-0.74375,-0.75625,-0.875,-0.725,-0.6625,-0.59375,-0.5375,-0.46875,-0.38125,-0.33125,-0.26875,-0.23125,-0.16875,-0.0625,0.01875,-0.09375,-0.1,-0.1375,-0.14375,-0.15,-0.2,-0.21875,-0.2,-0.0875,0.03125,0.00625,0.01875,0.09375,0.10625,0.9734219269,-0.9800664452,-0.9401993355,-0.9003322259,-0.8604651163,-0.8205980066,-0.780730897,-0.7408637874,-0.7009966777,-0.6611295681,-0.6212624585,-0.5813953488,-0.5415282392,-0.5016611296,-0.4617940199,-0.4219269103,-0.3820598007,-0.342192691,-0.3023255814,-0.2624584718,-0.2225913621,-0.1827242525,-0.1428571429,-0.1029900332,-0.0631229236,-0.023255814,0.0166112957,0.0564784053,0.096345515,0.1362126246,0.1760797342,0.2159468439,0.2558139535,0.2956810631,0.3355481728,0.3754152824,0.415282392,0.4551495017,0.4950166113,0.5348837209,0.5747508306,0.6146179402,0.6544850498,0.6943521595,0.7342192691,0.7740863787,0.8139534884,0.853820598,0.8936877076,0.9335548173
-0.0506329114,0.0063291139,0.0379746835,0.1012658228,0.1867088608,0.1455696203,0.0601265823,0.0221518987,-0.0348101266,-0.1202531646,-0.2120253165,-0.2974683544,-0.2151898734,-0.1234177215,-0.0632911392,-0.0981012658,-0.1898734177,-0.2784810127,-0.3670886076,-0.4588607595,-0.5474683544,-0.6360759494,-0.7278481013,-0.7911392405,-0.7943037975,-0.7088607595,-0.6202531646,-0.5316455696,-0.4430379747,-0.3829113924,-0.4715189873,-0.5601265823,-0.6518987342,-0.7405063291,-0.8069620253,-0.7816455696,-0.7151898734,-0.6265822785,-0.5379746835,-0.4493670886,-0.3607594937,-0.2689873418,-0.1803797468,-0.0917721519,-0.0537974684,-0.1139240506,-0.2025316456,-0.2816455696,-0.2278481013,-0.1392405063,0.14375,-0.03125,-0.20625,-0.2875,-0.325,-0.45625,-0.4375,-0.6125,-0.7875,-0.85625,-0.8375,-0.775,-0.75625,-0.775,-0.65,-0.55,-0.5625,-0.5875,-0.63125,-0.65,-0.66875,-0.7125,-0.725,-0.84375,-0.69375,-0.63125,-0.5625,-0.50625,-0.4375,-0.35,-0.3,-0.2375,-0.2,-0.1375,-0.03125,0.05,-0.0625,-0.06875,-0.10625,-0.1125,-0.11875,-0.16875,-0.1875,-0.16875,-0.05625,0.0625,0.0375,0.05,0.125,0.1375,0.9667774086,-0.9867109635,-0.9468438538,-0.9069767442,-0.8671096346,-0.8272425249,-0.7873754153,-0.7475083056,-0.707641196,-0.6677740864,-0.6279069767,-0.5880398671,-0.5481727575,-0.5083056478,-0.4684385382,-0.4285714286,-0.3887043189,-0.3488372093,-0.3089700997,-0.26910299,-0.2292358804,-0.1893687708,-0.1495016611,-0.1096345515,-0.0697674419,-0.0299003322,0.0099667774,0.049833887,0.0897009967,0.1295681063,0.1694352159,0.2093023256,0.2491694352,0.2890365449,0.3289036545,0.3687707641,0.4086378738,0.4485049834,0.488372093,0.5282392027,0.5681063123,0.6079734219,0.6478405316,0.6877076412,0.7275747508,0.7674418605,0.8073089701,0.8471760797,0.8870431894,0.926910299
-0.0569620253,0,0.0316455696,0.0949367089,0.1803797468,0.1392405063,0.0537974684,0.0158227848,-0.0411392405,-0.1265822785,-0.2183544304,-0.3037974684,-0.2215189873,-0.1297468354,-0.0696202532,-0.1044303797,-0.1962025316,-0.2848101266,-0.3734177215,-0.4651898734,-0.5537974684,-0.6424050633,-0.7341772152,-0.7974683544,-0.8006329114,-0.7151898734,-0.6265822785,-0.5379746835,-0.4493670886,-0.3892405063,-0.4778481013,-0.5664556962,-0.6582278481,-0.746835443,-0.8132911392,-0.7879746835,-0.7215189873,-0.6329113924,-0.5443037975,-0.4556962025,-0.3670886076,-0.2753164557,-0.1867088608,-0.0981012658,-0.0601265823,-0.1202531646,-0.2088607595,-0.2879746835,-0.2341772152,-0.1455696203,0.175,0,-0.175,-0.25625,-0.29375,-0.425,-0.40625,-0.58125,-0.75625,-0.825,-0.80625,-0.74375,-0.725,-0.74375,-0.61875,-0.51875,-0.53125,-0.55625,-0.6,-0.61875,-0.6375,-0.68125,-0.69375,-0.8125,-0.6625,-0.6,-0.53125,-0.475,-0.40625,-0.31875,-0.26875,-0.20625,-0.16875,-0.10625,0,0.08125,-0.03125,-0.0375,-0.075,-0.08125,-0.0875,-0.1375,-0.15625,-0.1375,-0.025,0.09375,0.06875,0.08125,0.15625,0.16875,0.9601328904,1,-0.9534883721,-0.9136212625,-0.8737541528,-0.8338870432,-0.7940199336,-0.7541528239,-0.7142857143,-0.6744186047,-0.634551495,-0.5946843854,-0.5548172757,-0.5149501661,-0.4750830565,-0.4352159468,-0.3953488372,-0.3554817276,-0.3156146179,-0.2757475083,-0.2358803987,-0.196013289,-0.1561461794,-0.1162790698,-0.0764119601,-0.0365448505,0.0033222591,0.0431893688,0.0830564784,0.122923588,0.1627906977,0.2026578073,0.2425249169,0.2823920266,0.3222591362,0.3621262458,0.4019933555,0.4418604651,0.4817275748,0.5215946844,0.561461794,0.6013289037,0.6411960133,0.6810631229,0.7209302326,0.7607973422,0.8006644518,0.8405315615,0.8803986711,0.9202657807
-0.0664556962,-0.0094936709,0.0221518987,0.085443038,0.1708860759,0.1297468354,0.0443037975,0.0063291139,-0.0506329114,-0.1360759494,-0.2278481013,-0.3132911392,-0.2310126582,-0.1392405063,-0.0791139241,-0.1139240506,-0.2056962025,-0.2943037975,-0.3829113924,-0.4746835443,-0.5632911392,-0.6518987342,-0.7436708861,-0.8069620253,-0.8101265823,-0.7246835443,-0.6360759494,-0.5474683544,-0.4588607595,-0.3987341772,-0.4873417722,-0.5759493671,-0.667721519,-0.7563291139,-0.8227848101,-0.7974683544,-0.7310126582,-0.6424050633,-0.5537974684,-0.4651898734,-0.3765822785,-0.2848101266,-0.1962025316,-0.1075949367,-0.0696202532,-0.1297468354,-0.2183544304,-0.2974683544,-0.2436708861,-0.1550632911,0.20625,0.03125,-0.14375,-0.225,-0.2625,-0.39375,-0.375,-0.55,-0.725,-0.79375,-0.775,-0.7125,-0.69375,-0.7125,-0.5875,-0.4875,-0.5,-0.525,-0.56875,-0.5875,-0.60625,-0.65,-0.6625,-0.78125,-0.63125,-0.56875,-0.5,-0.44375,-0.375,-0.2875,-0.2375,-0.175,-0.1375,-0.075,0.03125,0.1125,0,-0.00625,-0.04375,-0.05,-0.05625,-0.10625,-0.125,-0.10625,0.00625,0.125,0.1,0.1125,0.1875,0.2,0.9534883721,0.9933554817,-0.9601328904,-0.9202657807,-0.8803986711,-0.8405315615,-0.8006644518,-0.7607973422,-0.7209302326,-0.6810631229,-0.6411960133,-0.6013289037,-0.561461794,-0.5215946844,-0.4817275748,-0.4418604651,-0.4019933555,-0.3621262458,-0.3222591362,-0.2823920266,-0.2425249169,-0.2026578073,-0.1627906977,-0.122923588,-0.0830564784,-0.0431893688,-0.0033222591,0.0365448505,0.0764119601,0.1162790698,0.1561461794,0.196013289,0.2358803987,0.2757475083,0.3156146179,0.3554817276,0.3953488372,0.4352159468,0.4750830565,0.5149501661,0.5548172757,0.5946843854,0.634551495,0.6744186047,0.7142857143,0.7541528239,0.7940199336,0.8338870432,0.8737541528,0.9136212625
-0.0727848101,-0.0158227848,0.0158227848,0.0791139241,0.164556962,0.1234177215,0.0379746835,0,-0.0569620253,-0.1424050633,-0.2341772152,-0.3196202532,-0.2373417722,-0.1455696203,-0.085443038,-0.1202531646,-0.2120253165,-0.3006329114,-0.3892405063,-0.4810126582,-0.5696202532,-0.6582278481,-0.75,-0.8132911392,-0.8164556962,-0.7310126582,-0.6424050633,-0.5537974684,-0.4651898734,-0.4050632911,-0.4936708861,-0.582278481,-0.6740506329,-0.7626582278,-0.8291139241,-0.8037974684,-0.7373417722,-0.6487341772,-0.5601265823,-0.4715189873,-0.3829113924,-0.2911392405,-0.2025316456,-0.1139240506,-0.0759493671,-0.1360759494,-0.2246835443,-0.3037974684,-0.25,-0.1613924051,0.23125,0.05625,-0.11875,-0.2,-0.2375,-0.36875,-0.35,-0.525,-0.7,-0.76875,-0.75,-0.6875,-0.66875,-0.6875,-0.5625,-0.4625,-0.475,-0.5,-0.54375,-0.5625,-0.58125,-0.625,-0.6375,-0.75625,-0.60625,-0.54375,-0.475,-0.41875,-0.35,-0.2625,-0.2125,-0.15,-0.1125,-0.05,0.05625,0.1375,0.025,0.01875,-0.01875,-0.025,-0.03125,-0.08125,-0.1,-0.08125,0.03125,0.15,0.125,0.1375,0.2125,0.225,0.9468438538,0.9867109635,-0.9667774086,-0.926910299,-0.8870431894,-0.8471760797,-0.8073089701,-0.7674418605,-0.7275747508,-0.6877076412,-0.6478405316,-0.6079734219,-0.5681063123,-0.5282392027,-0.488372093,-0.4485049834,-0.4086378738,-0.3687707641,-0.3289036545,-0.2890365449,-0.2491694352,-0.2093023256,-0.1694352159,-0.1295681063,-0.0897009967,-0.049833887,-0.0099667774,0.0299003322,0.0697674419,0.1096345515,0.1495016611,0.1893687708,0.2292358804,0.26910299,0.3089700997,0.3488372093,0.3887043189,0.4285714286,0.4684385382,0.5083056478,0.5481727575,0.5880398671,0.6279069767,0.6677740864,0.707641196,0.7475083056,0.7873754153,0.8272425249,0.8671096346,0.9069767442
-0.0791139241,-0.0221518987,0.0094936709,0.0727848101,0.1582278481,0.1170886076,0.0316455696,-0.0063291139,-0.0632911392,-0.1487341772,-0.2405063291,-0.3259493671,-0.2436708861,-0.1518987342,-0.0917721519,-0.1265822785,-0.2183544304,-0.3069620253,-0.3955696203,-0.4873417722,-0.5759493671,-0.664556962,-0.7563291139,-0.8196202532,-0.8227848101,-0.7373417722,-0.6487341772,-0.5601265823,-0.4715189873,-0.4113924051,-0.5,-0.5886075949,-0.6803797468,-0.7689873418,-0.835443038,-0.8101265823,-0.7436708861,-0.6550632911,-0.5664556962,-0.4778481013,-0.3892405063,-0.2974683544,-0.2088607595,-0.1202531646,-0.082278481,-0.1424050633,-0.2310126582,-0.3101265823,-0.2563291139,-0.167721519,0.2625,0.0875,-0.0875,-0.16875,-0.20625,-0.3375,-0.31875,-0.49375,-0.66875,-0.7375,-0.71875,-0.65625,-0.6375,-0.65625,-0.53125,-0.43125,-0.44375,-0.46875,-0.5125,-0.53125,-0.55,-0.59375,-0.60625,-0.725,-0.575,-0.5125,-0.44375,-0.3875,-0.31875,-0.23125,-0.18125,-0.11875,-0.08125,-0.01875,0.0875,0.16875,0.05625,0.05,0.0125,0.00625,0,-0.05,-0.06875,-0.05,0.0625,0.18125,0.15625,0.16875,0.24375,0.25625,0.9401993355,0.9800664452,-0.9734219269,-0.9335548173,-0.8936877076,-0.853820598,-0.8139534884,-0.7740863787,-0.7342192691,-0.6943521595,-0.6544850498,-0.6146179402,-0.5747508306,-0.5348837209,-0.4950166113,-0.4551495017,-0.415282392,-0.3754152824,-0.3355481728,-0.2956810631,-0.2558139535,-0.2159468439,-0.1760797342,-0.1362126246,-0.096345515,-0.0564784053,-0.0166112957,0.023255814,0.0631229236,0.1029900332,0.1428571429,0.1827242525,0.2225913621,0.2624584718,0.3023255814,0.342192691,0.3820598007,0.4219269103,0.4617940199,0.5016611296,0.5415282392,0.5813953488,0.6212624585,0.6611295681,0.7009966777,0.7408637874,0.780730897,0.8205980066,0.8604651163,0.9003322259
-0.082278481,-0.0253164557,0.0063291139,0.0696202532,0.1550632911,0.1139240506,0.0284810127,-0.0094936709,-0.0664556962,-0.1518987342,-0.2436708861,-0.3291139241,-0.246835443,-0.1550632911,-0.0949367089,-0.1297468354,-0.2215189873,-0.3101265823,-0.3987341772,-0.4905063291,-0.5791139241,-0.667721519,-0.7594936709,-0.8227848101,-0.8259493671,-0.7405063291,-0.6518987342,-0.5632911392,-0.4746835443,-0.414556962,-0.503164557,-0.5917721519,-0.6835443038,-0.7721518987,-0.8386075949,-0.8132911392,-0.746835443,-0.6582278481,-0.5696202532,-0.4810126582,-0.3924050633,-0.3006329114,-0.2120253165,-0.1234177215,-0.085443038,-0.1455696203,-0.2341772152,-0.3132911392,-0.2594936709,-0.1708860759,0.29375,0.11875,-0.05625,-0.1375,-0.175,-0.30625,-0.2875,-0.4625,-0.6375,-0.70625,-0.6875,-0.625,-0.60625,-0.625,-0.5,-0.4,-0.4125,-0.4375,-0.48125,-0.5,-0.51875,-0.5625,-0.575,-0.69375,-0.54375,-0.48125,-0.4125,-0.35625,-0.2875,-0.2,-0.15,-0.0875,-0.05,0.0125,0.11875,0.2,0.0875,0.08125,0.04375,0.0375,0.03125,-0.01875,-0.0375,-0.01875,0.09375,0.2125,0.1875,0.2,0.275,0.2875,0.9335548173,0.9734219269,-0.9800664452,-0.9401993355,-0.9003322259,-0.8604651163,-0.8205980066,-0.780730897,-0.7408637874,-0.7009966777,-0.6611295681,-0.6212624585,-0.5813953488,-0.5415282392,-0.5016611296,-0.4617940199,-0.4219269103,-0.3820598007,-0.342192691,-0.3023255814,-0.2624584718,-0.2225913621,-0.1827242525,-0.1428571429,-0.1029900332,-0.0631229236,-0.023255814,0.0166112957,0.0564784053,0.096345515,0.1362126246,0.1760797342,0.2159468439,0.2558139535,0.2956810631,0.3355481728,0.3754152824,0.415282392,0.4551495017,0.4950166113,0.5348837209,0.5747508306,0.6146179402,0.6544850498,0.6943521595,0.7342192691,0.7740863787,0.8139534884,0.853820598,0.8936877076
